sequence_id,published_date,title,caption,instagram_url,content_category,dish_name,sweet_savory,food_type,ingredients_text,instructions_text,has_recipe
121,09/04/2024,פאי רועים,"פאי רועים קטלנייי לפסח!!!! 

מתכון שלישי מתוך סדרת המתכונים שתעלה לכבוד פסח 🍷

אם אתם בחיטוב או במסה או מקפידים על התזונה מוזמנים להכנס לעמוד שלי לעוד מתכונים דלי קלוריות ומלאי חלבון 💪💘

מה נצטרך? 
לשכבת הבשר:
חצי קילו בשר 
כף שמן זית 
2 בצלים 
2 גזרים 
2 עגבניות 
כף פפריקה 
כפית מלח 
כפית פלפל שחור 
כפית שום כתוש 
כפית כמון 
קופסת רסק עגבניות 
כוס מים 

לשכבת פירה:
5-6 תפוחי אדמה 
רבע כפית כורכום (לא חייב יותר בשביל הצבע) 
כפית מלח 
חצי כוס מים במידת הצורך 

אופן הכנה: 
בשר: 
במחבת נטגן את הבצל ואז נוסיף את התבלינים והשום 
נוסיף את הגזר ונטגן כמה דקות 
נוסיף את העגבניות ואת הבשר הטחון ונטגן מספר דקות 
נוסיף כוס מים ונטגן עד שכל המים מצטמצמים והבשר מוכן. 

פירה: 
נרתיח את תפוחי אדמה בסיר עם מים חמים עד שהם מתרככים 
לאחר שהם התרככו נמעך אותם ונוסיף תבלינים 
(במידה והפירה מרגיש קשיח שלא ניתן למרוח אותו על הבשר נוסיף לו קצת ממי הבישול שלו) 

נקח תבנית ונניח את הבשר טחון ונהדק לתבנית 
מעליו נמרח את הפירה 
בעזרת מזלג ניצור פסים 
נאפה בתנור שחומם מראש על 180 מעלות טורבו לחצי שעה 

בתאבון ❤❤️❤️❤️

#כשרלפסח",https://www.instagram.com/reel/C5i9ceto1eX/,FOOD,פאי רועים קטלנייי לפסח,SAVORY,פאי,"מה נצטרך? 
לשכבת הבשר:
חצי קילו בשר 
כף שמן זית 
2 בצלים 
2 גזרים 
2 עגבניות 
כף פפריקה 
כפית מלח 
כפית פלפל שחור 
כפית שום כתוש 
כפית כמון 
קופסת רסק עגבניות 
כוס מים 

לשכבת פירה:
5-6 תפוחי אדמה 
רבע כפית כורכום (לא חייב יותר בשביל הצבע) 
כפית מלח 
חצי כוס מים במידת הצורך","אופן הכנה: 
בשר: 
במחבת נטגן את הבצל ואז נוסיף את התבלינים והשום 
נוסיף את הגזר ונטגן כמה דקות 
נוסיף את העגבניות ואת הבשר הטחון ונטגן מספר דקות 
נוסיף כוס מים ונטגן עד שכל המים מצטמצמים והבשר מוכן. 

פירה: 
נרתיח את תפוחי אדמה בסיר עם מים חמים עד שהם מתרככים 
לאחר שהם התרככו נמעך אותם ונוסיף תבלינים 
(במידה והפירה מרגיש קשיח שלא ניתן למרוח אותו על הבשר נוסיף לו קצת ממי הבישול שלו) 

נקח תבנית ונניח את הבשר טחון ונהדק לתבנית 
מעליו נמרח את הפירה 
בעזרת מזלג ניצור פסים 
נאפה בתנור שחומם מראש על 180 מעלות טורבו לחצי שעה 

בתאבון ❤❤️❤️❤️

#כשרלפסח",YES
123,16/04/2024,בורקס מצה,"מתכון לבורקס מצה ענקיייי מושלם לפסח!!!!! 
עם 19 גרם חלבון בכל בורקס 💪

מתכון רביעי מתוך סדרת המתכונים שתעלה לכבוד פסח 🍷

אם אתם בחיטוב או במסה או מקפידים על התזונה מוזמנים להכנס לעמוד שלי לעוד מתכונים דלי קלוריות ומלאי חלבון 💪💘

מצרכים: 
5 מצות 
חצי גביע קוטג׳ 3%
3 פרוסות גבנצ 9%
חצי קוביית בולגרית 5% =125 גרם 
ביצה 
מלח פלפל ואורגנו לפי הטעם 

לציפוי: 
ביצה 
ושומשום 

אופן הכנה: 
נרטיב כל מצה מתחת לברז למשך כמה שניות ואז נכסה את המצות במגבת ל20 דקות 
אחרי 20 דקות המצות אמורות להיות רכות במידה ולא תרטיבו אותן שוב ותתנו להן לנוח שוב במגבת 

נערבב את כל חומרי המילוי בקערה 
נקח מצה ובקצה של כל מצה נשים מהמילוי (חשוב לשים לב להשאיר את הקצוות בלי מילוי כי בזמן האפייה הגבינות נמסות ואנחנו לא רוצים שהמילוי יברח מהמצה) 
נקפל את המצה כמו בסרטון 
נמרח על כל מצה ביצה ושומשום 
נאפה בתנור שחומם מראש על 180 מעלות ל15-20 דקות נוציא מהתנור ובתאבון ❤️ 

ערכים לבורקס 1 מתוך 5:

242 קלוריות 
19.1 גרם חלבון 
29.6 גרם פחמימה 
6.4 גרם שומן 

#כשרלפסח #חיטוב",https://www.instagram.com/reel/C509cdVoQw0/,FOOD,מתכון לבורקס מצה ענקיייי מושלם לפסח,SAVORY,בורקס,"מצרכים: 
5 מצות 
חצי גביע קוטג׳ 3%
3 פרוסות גבנצ 9%
חצי קוביית בולגרית 5% =125 גרם 
ביצה 
מלח פלפל ואורגנו לפי הטעם 

לציפוי: 
ביצה 
ושומשום","אופן הכנה: 
נרטיב כל מצה מתחת לברז למשך כמה שניות ואז נכסה את המצות במגבת ל20 דקות 
אחרי 20 דקות המצות אמורות להיות רכות במידה ולא תרטיבו אותן שוב ותתנו להן לנוח שוב במגבת 

נערבב את כל חומרי המילוי בקערה 
נקח מצה ובקצה של כל מצה נשים מהמילוי (חשוב לשים לב להשאיר את הקצוות בלי מילוי כי בזמן האפייה הגבינות נמסות ואנחנו לא רוצים שהמילוי יברח מהמצה) 
נקפל את המצה כמו בסרטון 
נמרח על כל מצה ביצה ושומשום 
נאפה בתנור שחומם מראש על 180 מעלות ל15-20 דקות נוציא מהתנור ובתאבון ❤️ 

ערכים לבורקס 1 מתוך 5:

242 קלוריות 
19.1 גרם חלבון 
29.6 גרם פחמימה 
6.4 גרם שומן 

#כשרלפסח #חיטוב",YES
124,19/04/2024,עוגיות בראוניז לפסח,"עוגיות בראוניז מטורפות לפסח שנשבעת שאתם הולכים להכין אותן כל השנה 

רק 65 קלוריות לעוגייה בלי תחליפי סוכר!!!

מתכון חמישי מתוך סדרת המתכונים שתעלה לכבוד פסח 🍷

אם אתם בחיטוב או במסה או מקפידים על התזונה מוזמנים להכנס לעמוד שלי לעוד מתכונים דלי קלוריות ומלאי חלבון 💪💘

מצרכים: 
100 גרם שוקולד מריר 
25 גרם חמאה 
ביצה 
70 גרם סוכר חום 
30 גרם סוכר לבן 
50 גרם קורנפלור = 5 כפות 
30 גרם קקאו = 3
חצי כפית אבקת אפייה 

אופן הכנה: 
נמיס את החמאה והשוקולד המריר במיקרוגל 
בקערה נקציף את הביצה והסוכרים עד לקצף תפוח 
ואז נוסיף את השוקולד והחמאה שהמסנו 
נוסיף את היבשים ונערבב לאיחוד 

ניתן לבלילה לנוח 10 דקות במקרר ואז נחלק אותה ל23 כדורים 
נאפה את העוגיות בתנור שחומם מראש על 180 מעלות טורבו ל7-9 דקות 

כשנוציא את העוגיות מהתנור הן יראו רכות ולא מוכנות אבל תתנו להן לנוח ואז הן מתייצבות (בערך 10-20 דקות) 

ללא תחליפי סוכר כל עוגייה תכיל 65 קלוריות

עם תחליפי סוכר כל עוגייה תכיל 48 קלוריות 

#כשרלפסח #כשלפ",https://www.instagram.com/reel/C57yifZI4a1/,FOOD,עוגיות בראוניז מטורפות לפסח שנשבעת שאתם הולכים להכין אותן כל השנה,SWEET,עוגיות,"מצרכים: 
100 גרם שוקולד מריר 
25 גרם חמאה 
ביצה 
70 גרם סוכר חום 
30 גרם סוכר לבן 
50 גרם קורנפלור = 5 כפות 
30 גרם קקאו = 3
חצי כפית אבקת אפייה","אופן הכנה: 
נמיס את החמאה והשוקולד המריר במיקרוגל 
בקערה נקציף את הביצה והסוכרים עד לקצף תפוח 
ואז נוסיף את השוקולד והחמאה שהמסנו 
נוסיף את היבשים ונערבב לאיחוד 

ניתן לבלילה לנוח 10 דקות במקרר ואז נחלק אותה ל23 כדורים 
נאפה את העוגיות בתנור שחומם מראש על 180 מעלות טורבו ל7-9 דקות 

כשנוציא את העוגיות מהתנור הן יראו רכות ולא מוכנות אבל תתנו להן לנוח ואז הן מתייצבות (בערך 10-20 דקות) 

ללא תחליפי סוכר כל עוגייה תכיל 65 קלוריות

עם תחליפי סוכר כל עוגייה תכיל 48 קלוריות 

#כשרלפסח #כשלפ",YES
125,22/04/2024,חיתוכיות קוקוס ושוקולד,"כל מכורי הקוקוס להתפקד 🫡
חיתוכיות קוקוס ושוקולד קטלניות לפסח 😍

מתכון שישי מתוך סדרת המתכונים שתעלה לכבוד פסח 🍷

מצרכים: 
לתחתית: 
260 גרם עוגיות יין = 12 עוגיות (הרגילות לא הענקיות)
150 גרם שוקולד מריר 
120 גרם חלב = חצי כוס 

לקרם: 
קופסת שמנת 24% =250 מל 
2 כפות אבקת סוכר 
2 כפות אינסטנט פודינג וניל 
150 גרם קוקוס טחון = בערך כוס ו3/4 

לגנאש: 
50 גרם שוקולד חלב 
70 גרם שוקולד מריר 
120 גרם שמנת 9% (אפשר כל אחוז שומן)

אופן הכנה: 
לתחתית: 
נמיס במיקרו את החלב והשוקולד המריר.
נשבור גס את העוגיות יין ואז נערבב עם השוקולד והחלב שהמסנו 
נשטח בתבנית 20x20 ונשים במקפיא להתייצבות 

לקרם: 
נקציף את השמנת 2-3 דקות נוסיף את האבקת סוכר והאינסטנט פודינג ונקציף לקצף יציב. 
נוסיף את הקוקוס נערבב לאיחוד ונמרח מעל שכבת העוגיות יין 
ונשים במקרר להתייצבות 

לגנאש: 
נמיס בפולסים במיקרו את השוקולדים והשמנת ונשפוך את הגנאש מעל שכבת הקוקוס 
נחזיר למקרר להתייצבות (ממליצה לתת להתייצב לפחות 3 שעות עדיף לילה) 

נוציא מהמקרר נחתוך לקוביות ובתאבון ❤️ 

#כשרלפסח",https://www.instagram.com/reel/C6DkLIOIfYB/,FOOD,כל מכורי הקוקוס להתפקד,SWEET,עוגיות,"מצרכים: 
לתחתית: 
260 גרם עוגיות יין = 12 עוגיות (הרגילות לא הענקיות)
150 גרם שוקולד מריר 
120 גרם חלב = חצי כוס 

לקרם: 
קופסת שמנת 24% =250 מל 
2 כפות אבקת סוכר 
2 כפות אינסטנט פודינג וניל 
150 גרם קוקוס טחון = בערך כוס ו3/4 

לגנאש: 
50 גרם שוקולד חלב 
70 גרם שוקולד מריר 
120 גרם שמנת 9% (אפשר כל אחוז שומן)","אופן הכנה: 
לתחתית: 
נמיס במיקרו את החלב והשוקולד המריר.
נשבור גס את העוגיות יין ואז נערבב עם השוקולד והחלב שהמסנו 
נשטח בתבנית 20x20 ונשים במקפיא להתייצבות 

לקרם: 
נקציף את השמנת 2-3 דקות נוסיף את האבקת סוכר והאינסטנט פודינג ונקציף לקצף יציב. 
נוסיף את הקוקוס נערבב לאיחוד ונמרח מעל שכבת העוגיות יין 
ונשים במקרר להתייצבות 

לגנאש: 
נמיס בפולסים במיקרו את השוקולדים והשמנת ונשפוך את הגנאש מעל שכבת הקוקוס 
נחזיר למקרר להתייצבות (ממליצה לתת להתייצב לפחות 3 שעות עדיף לילה) 

נוציא מהמקרר נחתוך לקוביות ובתאבון ❤️ 

#כשרלפסח",YES
126,30/04/2024,קציצות תירס,"קציצות תירס נדירות לארוחת ערב בחמש דקות עבודה 🌽
אז אם אתם כבר גמורים מהבישולים לחג ומחפשים מתכון קליל זה המתכון בשבילכם 😚

מצרכים: 
קופסת תירס לייט גדולה 
קופסת קוטג׳ 3% (אפשר כל אחוז) 
2 פרוסות גבינה צהובה 9% (אפשר כל אחוז) 
2 ביצים 
5 כפות קמח 
בצל ירוק (אני שמתי בערך 3 גבעולים) 
מלח פלפל לפי הטעם

אופן הכנה: 
מערבבים את כל המצרכים בקערה אחת 
בעזרת כף יוצרים את הקציצות מטגנים על מחבת וזהו הקציצות מוכנות!!! 

אל תשכחו לעקוב לעוד מתכונים שווים ❤️

#חיטוב #דלקלוריות",https://www.instagram.com/reel/C6ZEBY7IH-A/,FOOD,קציצות תירס נדירות לארוחת ערב בחמש דקות עבודה,SAVORY,קציצות,"מצרכים: 
קופסת תירס לייט גדולה 
קופסת קוטג׳ 3% (אפשר כל אחוז) 
2 פרוסות גבינה צהובה 9% (אפשר כל אחוז) 
2 ביצים 
5 כפות קמח 
בצל ירוק (אני שמתי בערך 3 גבעולים) 
מלח פלפל לפי הטעם","אופן הכנה: 
מערבבים את כל המצרכים בקערה אחת 
בעזרת כף יוצרים את הקציצות מטגנים על מחבת וזהו הקציצות מוכנות!!! 

אל תשכחו לעקוב לעוד מתכונים שווים ❤️

#חיטוב #דלקלוריות",YES
127,03/05/2024,סלט אנטי פסטי,"סלט אנטי פסטי 
זה סלט שהתחיל בתור אלתור אבל תשמעו לי זה מטורף!! 

אם אהבתם את המתכון אל תשכחו לעקוב לעוד מתכונים שווים 😍 

מצרכים: 
חציל בינוני 
גמבה אדומה 
בטטה בינונית 
בצל סגול 
קישוא 

לרוטב: 
כפית סילאן 
כפית חרדל דיז’ון 
מיץ מחצי לימון 
כפית מלח 
כף שמן זית 

אופן הכנה: 
נחתוך את כל הירקות לקוביות נרסס קצת בשמן ונפזר מלח 
נסדר הכל בתבנית לתנור ונאפה בחום של 180 מעלות טורבו לחצי שעה (הזמן ישתנה מתנור לתנור אז מדי פעם תסתכלו אם הירקות כבר רכים) 

נשים את כל הירקות בצלחת להגשה 
נערבב את כל מצרכי הרוטב ונשפוך מעל הירקות ונערבב 

נגרד בולגרית מעל הסלט נפזר עלי נענע וזהו מוכן ❤️",https://www.instagram.com/reel/C6fxhhmox6a/,FOOD,סלט אנטי פסטי,SAVORY,סלט,"מצרכים: 
חציל בינוני 
גמבה אדומה 
בטטה בינונית 
בצל סגול 
קישוא 

לרוטב: 
כפית סילאן 
כפית חרדל דיז’ון 
מיץ מחצי לימון 
כפית מלח 
כף שמן זית","אופן הכנה: 
נחתוך את כל הירקות לקוביות נרסס קצת בשמן ונפזר מלח 
נסדר הכל בתבנית לתנור ונאפה בחום של 180 מעלות טורבו לחצי שעה (הזמן ישתנה מתנור לתנור אז מדי פעם תסתכלו אם הירקות כבר רכים) 

נשים את כל הירקות בצלחת להגשה 
נערבב את כל מצרכי הרוטב ונשפוך מעל הירקות ונערבב 

נגרד בולגרית מעל הסלט נפזר עלי נענע וזהו מוכן ❤️",YES
128,07/05/2024,אורז מוקפץ,"אורז מוקפץ 🍚
תקשיבו זאת אחת המנות הממכרות 
מלא סוגים של ירקות ויחד עם התיבול יוצא פשוט מושלם

מצרכים: 
כף שמן זית 
בצל 
2 גזרים 
גמבה אדומה 
כוס תירס לייט 
כוס אפונה 
כמה גבעולים של בצל ירוק
כפית שום כתוש 
2 ביצים
5 כפות סויה 
כף סילאן 
כפית מלח 

אופן הכנה: 
1.אני השתמשתי באפונה קפואה והרתחתי אותה לפני זה בערך שתי דקות בסיר עם מים רותחים
2. נכין כוס אורז בסמטי לפי הוראות היצרן 
3.נטגן את הבצל עד להזהבה 
4.נוסיף שום מלח ואת הגזר ונבשל כמה דקות 
5.נוסיף גמבה, תירס ואת האפונה 
6. נפנה מקום באמצע הסיר ונשפוך לשם את הביצים (לא להפסיק לערבב כי אנחנו לא רוצים חתיכות ענקיות של ביצה) 
7. ⁠נוסיף את האורז המוכן 
8. ⁠נוסיף את הסויה והסילאן 
9. ⁠נוסיף את הבצל ירוק הקצוץ
10. ⁠נבשל עוד כמה דקות לספיגת טעמים ועד שכל האורז מצופה בסויה 
11. ⁠נגיש ובתאבון ❤️

אל תשכחו לעקוב לעוד מתכונים ❤️",https://www.instagram.com/reel/C6rFFiUITp0/,FOOD,אורז מוקפץ,SAVORY,אורז,"מצרכים: 
כף שמן זית 
בצל 
2 גזרים 
גמבה אדומה 
כוס תירס לייט 
כוס אפונה 
כמה גבעולים של בצל ירוק
כפית שום כתוש 
2 ביצים
5 כפות סויה 
כף סילאן 
כפית מלח","אופן הכנה: 
1.אני השתמשתי באפונה קפואה והרתחתי אותה לפני זה בערך שתי דקות בסיר עם מים רותחים
2. נכין כוס אורז בסמטי לפי הוראות היצרן 
3.נטגן את הבצל עד להזהבה 
4.נוסיף שום מלח ואת הגזר ונבשל כמה דקות 
5.נוסיף גמבה, תירס ואת האפונה 
6. נפנה מקום באמצע הסיר ונשפוך לשם את הביצים (לא להפסיק לערבב כי אנחנו לא רוצים חתיכות ענקיות של ביצה) 
7. ⁠נוסיף את האורז המוכן 
8. ⁠נוסיף את הסויה והסילאן 
9. ⁠נוסיף את הבצל ירוק הקצוץ
10. ⁠נבשל עוד כמה דקות לספיגת טעמים ועד שכל האורז מצופה בסויה 
11. ⁠נגיש ובתאבון ❤️

אל תשכחו לעקוב לעוד מתכונים ❤️",YES
129,10/05/2024,עראייס עוף ,"עראייס עוף עם 14 גרם חלבון וכל כך ממכר בזכות מרכיב שפשוט מרענן את כל המנה-נענע!!! 

מושלם ליום העצמאות 🇮🇱

אם אהבתם את המתכון אל תשכחו לעקוב לעוד מתכונים ❤️ 

המתכון המלא 👇🏻
מצרכים:
500 גרם חזה עוף טחון 
בצל סגול
פטרוזיליה
נענע מלא! 
שום 
מלח 
פלפל 
5 פיתות כוסמין 
אופן הכנה: 
הכי פשוט בעולם נערבב את כל החומרים בקערה נחתוך את הפיתות לחצי ונמלא במלית 
נטגן כמה דקות על כל צד 
נגיש עם טחינה ומושלם ❤️ 

מספיק ל5-6 פיתות (10-12 חתיכות) 
ערכים ליחידה מתוך 10: 
124 קלוריות 
14.1 גרם חלבון 
2 גרם שומן 
11.6 גרם פחמימה",https://www.instagram.com/reel/C6x0JkiISVu/,FOOD,עראייס עוף עם 14 גרם חלבון וכל כך ממכר בזכות מרכיב שפשוט מרענן את כל המנה-נענע,SAVORY,עוף,"מצרכים:
500 גרם חזה עוף טחון 
בצל סגול
פטרוזיליה
נענע מלא! 
שום 
מלח 
פלפל 
5 פיתות כוסמין","אופן הכנה: 
הכי פשוט בעולם נערבב את כל החומרים בקערה נחתוך את הפיתות לחצי ונמלא במלית 
נטגן כמה דקות על כל צד 
נגיש עם טחינה ומושלם ❤️ 

מספיק ל5-6 פיתות (10-12 חתיכות) 
ערכים ליחידה מתוך 10: 
124 קלוריות 
14.1 גרם חלבון 
2 גרם שומן 
11.6 גרם פחמימה",YES
131,21/05/2024,תפוחי אדמה ברוטב חרדל ושום,"תפוחי אדמה ברוטב חרדל ושום שיוצאים מטריפיםםםם 

מצרכים: 
6 תפוחי אדמה בינוניים 
לרוטב: 
2 כפות מיונז 
2 כפות חרדל דיז’ון 
2 כפיות שום כתוש 
מלח פלפל לפי הטעם 
2-3 כפות מים 
רבע כפית כורכום

אופן הכנה: 
נחתוך את תפוחי האדמה לקוביות ונרתיח בסיר עם מים רותחים עד שאפשר לתקוע בתפוחי אדמה מזלג והם מרגישים רכים 

נערבב את על מצרכי הרוטב בקערה ( תתחילו עם 2 כפות מים ואם זה סמיך מדי תוסיפו עוד כף, שימו לב שהרוטב לא צריך להיות נוזלי כי אז הוא לא ייתפס על התפוח אדמה) 

נמזוג את הרוטב מעל תפוחי האדמה ונערבב עד שכל תפוחי האדמה עטופים ברוטב 

נסדר בתבנית ונכניס לתנור שחומם מראש על 180 מעלות טורבו עד שהן מזהיבים

בתאבון ❤️❤️❤️",https://www.instagram.com/reel/C7PAmXdovOB/,FOOD,תפוחי אדמה ברוטב חרדל ושום שיוצאים מטריפיםםםם,SAVORY,תפוחי אדמה,"מצרכים: 
6 תפוחי אדמה בינוניים 
לרוטב: 
2 כפות מיונז 
2 כפות חרדל דיז’ון 
2 כפיות שום כתוש 
מלח פלפל לפי הטעם 
2-3 כפות מים 
רבע כפית כורכום","אופן הכנה: 
נחתוך את תפוחי האדמה לקוביות ונרתיח בסיר עם מים רותחים עד שאפשר לתקוע בתפוחי אדמה מזלג והם מרגישים רכים 

נערבב את על מצרכי הרוטב בקערה ( תתחילו עם 2 כפות מים ואם זה סמיך מדי תוסיפו עוד כף, שימו לב שהרוטב לא צריך להיות נוזלי כי אז הוא לא ייתפס על התפוח אדמה) 

נמזוג את הרוטב מעל תפוחי האדמה ונערבב עד שכל תפוחי האדמה עטופים ברוטב 

נסדר בתבנית ונכניס לתנור שחומם מראש על 180 מעלות טורבו עד שהן מזהיבים

בתאבון ❤️❤️❤️",YES
135,14/06/2024,כרובית ממולאת בבשר ,"כרובית ממולאת בבשר עם רוטב צ׳ילי וציפוי של טחינה ירוקה מנה קטלנית ומרשימה ביותרררר ✨

מצרכים: 
כרובית בינונית 
350 גרם בשר טחון 
בצל קצוץ 
פטרוזיליה קצוצה 
2 כפות פירורי לחם 
מלח פלפל ופפריקה לפי הטעם 

לציפוי: 
2 כפות מיונז 
2 כפות צ׳ילי מתוק 
(הכמויות של הציפוי ישתנו בהתאם לגודל הכרובית שלכם) 

לטחינה: 
טחינה 
מים 
לימון 
מלח 
פטרוזיליה 
•לטחון הכל עד למרקם חלק 

אופן הכנה: 
נחלוט את הכרובית ל8 דקות במים רותחים 
נערבב את הבשר טחון בצל פטרוזיליה פירורי לחם והתבלינים לתערובת אחידה 

נוציא את הכרובית מהמים ונמלא בשר בחלק התחתון של הכרובית ובין פרחי הכרובית 
נמרח את המיונז והצ׳ילי על הכרובית 

נאפה בתנור שחומם מראש על 180 מעלות טורבו ל45-60 דקות (משתנה בין תנור לתנור) 

נמזוג מעל הכרובית את הטחינה ונגיש 
בתאבון 😍❤️❤️❤️",https://www.instagram.com/reel/C8MAX8PodA-/,FOOD,כרובית ממולאת בבשר עם רוטב צ׳ילי וציפוי של טחינה ירוקה מנה קטלנית ומרשימה ביותרררר,SAVORY,ירקות,"מצרכים: 
כרובית בינונית 
350 גרם בשר טחון 
בצל קצוץ 
פטרוזיליה קצוצה 
2 כפות פירורי לחם 
מלח פלפל ופפריקה לפי הטעם 

לציפוי: 
2 כפות מיונז 
2 כפות צ׳ילי מתוק 
(הכמויות של הציפוי ישתנו בהתאם לגודל הכרובית שלכם) 

לטחינה: 
טחינה 
מים 
לימון 
מלח 
פטרוזיליה 
•לטחון הכל עד למרקם חלק","אופן הכנה: 
נחלוט את הכרובית ל8 דקות במים רותחים 
נערבב את הבשר טחון בצל פטרוזיליה פירורי לחם והתבלינים לתערובת אחידה 

נוציא את הכרובית מהמים ונמלא בשר בחלק התחתון של הכרובית ובין פרחי הכרובית 
נמרח את המיונז והצ׳ילי על הכרובית 

נאפה בתנור שחומם מראש על 180 מעלות טורבו ל45-60 דקות (משתנה בין תנור לתנור) 

נמזוג מעל הכרובית את הטחינה ונגיש 
בתאבון 😍❤️❤️❤️",YES
136,21/06/2024,בראוניז חמאה חומה,"בראוניז חמאה חומה ✨

החמאה החומה מביאה טעם אגוזי ומשדרגת בטירוף 
לא מסובך בכלל להכין אותה וממליצה לא לוותר על החלק הזה ;) 

מצרכים: 
120 חמאה 
140 שוקולד מריר
100 גרם סוכר חום 
2 ביצים 
60 גרם קמח 
100 גרם מטבעות שוקולד חלב 

אופן הכנה: 
נמיס את החמאה על קלחת לכמה דקות 
לאט לאט נראה שמתחיל להיווצר לנו קצף מעל החמאה ברגע שהקצף מתחיל להיות כתמתם זה הסימן שלנו לכבות את האש 

(זה אמור לקחת באזור ה5 דקות) 

נוסיף את השוקולד לחמאה ונערבב עד להמסה מלאה (שימו לב שבשלב הזה הגז כבר כבוי) 

בקערה נקציף את הביצים עם הסוכר למשך 5 דקות עד קבלת קצף תפוח 
נוסיף את הקמח ואת השוקולד שהמסנו 

• אפשרי להוסיף מטבעות שוקולד חלב/מריר/לבן - אני הוספתי שוקולד חלב 
נערבב לאיחוד ונמזוג את הבלילה לתבנית 
נאפה בחום של 180 מעלות ל20-30 דקות 
דגש לגבי זמן האפייה: 
אני אוהבת להשאיר את הבראוניז קצת נוזלי אז אפיתי אותו 20 דקות אבל אפשר כמובן לאפות ליותר זמן ❤️

אם הכנתם אל תשכחו לספר לי איך יצא 🥰❤️",https://www.instagram.com/reel/C8eBnSiICHo/,FOOD,בראוניז חמאה חומה,SWEET,בראוניז,"מצרכים: 
120 חמאה 
140 שוקולד מריר
100 גרם סוכר חום 
2 ביצים 
60 גרם קמח 
100 גרם מטבעות שוקולד חלב","אופן הכנה: 
נמיס את החמאה על קלחת לכמה דקות 
לאט לאט נראה שמתחיל להיווצר לנו קצף מעל החמאה ברגע שהקצף מתחיל להיות כתמתם זה הסימן שלנו לכבות את האש 

(זה אמור לקחת באזור ה5 דקות) 

נוסיף את השוקולד לחמאה ונערבב עד להמסה מלאה (שימו לב שבשלב הזה הגז כבר כבוי) 

בקערה נקציף את הביצים עם הסוכר למשך 5 דקות עד קבלת קצף תפוח 
נוסיף את הקמח ואת השוקולד שהמסנו 

• אפשרי להוסיף מטבעות שוקולד חלב/מריר/לבן - אני הוספתי שוקולד חלב 
נערבב לאיחוד ונמזוג את הבלילה לתבנית 
נאפה בחום של 180 מעלות ל20-30 דקות 
דגש לגבי זמן האפייה: 
אני אוהבת להשאיר את הבראוניז קצת נוזלי אז אפיתי אותו 20 דקות אבל אפשר כמובן לאפות ליותר זמן ❤️

אם הכנתם אל תשכחו לספר לי איך יצא 🥰❤️",YES
137,25/06/2024,פיצה מבצק קוטג׳,"פיצה מבצק קוטג׳!!! 

עזבו שיש בחתיכה יותר חלבון מפיצה רגילה בזכות הקוטג׳ 
הבצק מוכן תוך 2 דקותתתתת 
תוסיפו דקה שתיים למרוח רוטב לפזר גבינה צהובה ותוספות 
רבע שעה תנור 
ועשרים דקות מרגע תחילת הדודא הפיצה כבר מוכנה 
איזה נדיר??? 

מצרכים:
לבצק:
200 גרם קמח = כוס קמח +6 כפות שטוחות 
ביצה 
גביע קוטג׳ 

רוטב פיצה 
גבינה צהובה (אני השתמשתי ב9% ) 
תוספות שאוהבים 

אופן הכנה: 
מערבבים את הקמח הביצה והקוטג׳ לבצק אחיד ומעט דביק 
בעזרת כף מחלקים ל6 כדורים ומשטחים בעזרת ידיים מעט רטובות 

מורחים את הרוטב פיצה מפזרים גבינה צהובה ותוספות שאוהבים 
אופים בתנור שחומם מראש על חום של 180 מעלות טורבו 15-20 דקות (תלוי תנור) 
וזהו מוכן תהנוווו ❤️❤❤️ 

בכל פיצה יש 217 קלוריות ו16 גרם חלבון 

(במידה ומחלקים ל6 חתיכות ושמים פרוסת גבינה צהובה אחת בכל חתיכה)

#חיטוב #דלקלוריות #הכנהמהירה",https://www.instagram.com/reel/C8pO2HQIhjp/,FOOD,פיצה מבצק קוטג׳,SAVORY,פיצה,"מצרכים:
לבצק:
200 גרם קמח = כוס קמח +6 כפות שטוחות 
ביצה 
גביע קוטג׳ 

רוטב פיצה 
גבינה צהובה (אני השתמשתי ב9% ) 
תוספות שאוהבים","אופן הכנה: 
מערבבים את הקמח הביצה והקוטג׳ לבצק אחיד ומעט דביק 
בעזרת כף מחלקים ל6 כדורים ומשטחים בעזרת ידיים מעט רטובות 

מורחים את הרוטב פיצה מפזרים גבינה צהובה ותוספות שאוהבים 
אופים בתנור שחומם מראש על חום של 180 מעלות טורבו 15-20 דקות (תלוי תנור) 
וזהו מוכן תהנוווו ❤️❤❤️ 

בכל פיצה יש 217 קלוריות ו16 גרם חלבון 

(במידה ומחלקים ל6 חתיכות ושמים פרוסת גבינה צהובה אחת בכל חתיכה)

#חיטוב #דלקלוריות #הכנהמהירה",YES
